Order_ID,Supplier,Region,Product,Order_Date,Planned_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delivery_Status,Cost
1039,Supplier_C,Germany,Item_F,2026-01-24 00:00:00,2026-01-31 00:00:00,2026-02-01 00:00:00,1,Delayed,709
1040,Supplier_B,France,Item_A,2026-01-09 00:00:00,2026-01-15 00:00:00,2026-01-15 00:00:00,0,On Time,425
1041,Supplier_D,Germany,Item_C,2026-01-20 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,0,On Time,502
1042,Supplier_B,Netherlands,Item_C,2026-01-20 00:00:00,2026-01-29 00:00:00,2026-01-30 00:00:00,1,Delayed,588
1043,Supplier_A,Poland,Item_G,2026-01-18 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,0,On Time,572
1044,Supplier_B,Netherlands,Item_J,2026-02-04 00:00:00,2026-02-13 00:00:00,2026-02-14 00:00:00,1,Delayed,243
1045,Supplier_B,Poland,Item_I,2026-02-21 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,0,On Time,101
1046,Supplier_A,Poland,Item_E,2026-02-06 00:00:00,2026-02-11 00:00:00,2026-02-16 00:00:00,5,Delayed,108
1047,Supplier_A,Netherlands,Item_C,2026-02-17 00:00:00,2026-02-22 00:00:00,2026-02-23 00:00:00,1,Delayed,251
1048,Supplier_B,Poland,Item_A,2026-01-24 00:00:00,2026-01-30 00:00:00,2026-01-30 00:00:00,0,On Time,724
1049,Supplier_D,Poland,Item_F,2026-02-09 00:00:00,2026-02-15 00:00:00,2026-02-18 00:00:00,3,Delayed,326
1050,Supplier_D,France,Item_I,2026-02-04 00:00:00,2026-02-07 00:00:00,2026-02-09 00:00:00,2,Delayed,995
1051,Supplier_B,France,Item_B,2026-02-23 00:00:00,2026-02-28 00:00:00,2026-03-02 00:00:00,2,Delayed,780
1052,Supplier_D,Germany,Item_D,2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-12 00:00:00,2,Delayed,915
1053,Supplier_D,Poland,Item_H,2026-01-07 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,0,On Time,739
1054,Supplier_A,Poland,Item_C,2026-01-22 00:00:00,2026-01-31 00:00:00,2026-02-03 00:00:00,3,Delayed,849
1055,Supplier_B,France,Item_F,2026-02-14 00:00:00,2026-02-19 00:00:00,2026-02-22 00:00:00,3,Delayed,875
1056,Supplier_C,Netherlands,Item_B,2026-01-21 00:00:00,2026-01-29 00:00:00,2026-01-29 00:00:00,0,On Time,383
1057,Supplier_C,Poland,Item_A,2026-01-05 00:00:00,2026-01-11 00:00:00,2026-01-13 00:00:00,2,Delayed,915
1058,Supplier_C,Poland,Item_C,2026-02-18 00:00:00,2026-02-21 00:00:00,2026-02-22 00:00:00,1,Delayed,319
1059,Supplier_B,Germany,Item_E,2026-01-06 00:00:00,2026-01-11 00:00:00,2026-01-12 00:00:00,1,Delayed,844
1060,Supplier_A,Poland,Item_A,2026-02-15 00:00:00,2026-02-22 00:00:00,2026-02-27 00:00:00,5,Delayed,198
1061,Supplier_D,Germany,Item_D,2026-01-21 00:00:00,2026-01-30 00:00:00,2026-01-30 00:00:00,0,On Time,355
1062,Supplier_C,Poland,Item_B,2026-01-25 00:00:00,2026-01-29 00:00:00,2026-02-03 00:00:00,5,Delayed,665
1063,Supplier_B,Netherlands,Item_H,2026-02-15 00:00:00,2026-02-19 00:00:00,2026-02-24 00:00:00,5,Delayed,953
1064,Supplier_C,France,Item_J,2026-01-02 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,0,On Time,203
1065,Supplier_A,Germany,Item_F,2026-02-17 00:00:00,2026-02-26 00:00:00,2026-02-28 00:00:00,2,Delayed,781
1066,Supplier_C,France,Item_C,2026-02-19 00:00:00,2026-02-22 00:00:00,2026-02-24 00:00:00,2,Delayed,927
1067,Supplier_B,Netherlands,Item_I,2026-02-05 00:00:00,2026-02-12 00:00:00,2026-02-13 00:00:00,1,Delayed,420
1068,Supplier_D,Poland,Item_C,2026-01-23 00:00:00,2026-02-01 00:00:00,2026-02-02 00:00:00,1,Delayed,453
1069,Supplier_B,Poland,Item_G,2026-01-22 00:00:00,2026-01-27 00:00:00,2026-01-27 00:00:00,0,On Time,797
1070,Supplier_C,France,Item_F,2026-02-27 00:00:00,2026-03-03 00:00:00,2026-03-06 00:00:00,3,Delayed,404
1071,Supplier_D,France,Item_F,2026-01-15 00:00:00,2026-01-23 00:00:00,2026-01-23 00:00:00,0,On Time,543
1072,Supplier_A,Germany,Item_H,2026-02-22 00:00:00,2026-02-28 00:00:00,2026-03-01 00:00:00,1,Delayed,719
1073,Supplier_A,Netherlands,Item_D,2026-01-06 00:00:00,2026-01-13 00:00:00,2026-01-14 00:00:00,1,Delayed,449
1074,Supplier_C,Netherlands,Item_G,2026-02-09 00:00:00,2026-02-15 00:00:00,2026-02-17 00:00:00,2,Delayed,469
1075,Supplier_D,France,Item_C,2026-01-17 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,0,On Time,703
1076,Supplier_B,Netherlands,Item_J,2026-02-06 00:00:00,2026-02-10 00:00:00,2026-02-12 00:00:00,2,Delayed,929
1077,Supplier_C,Netherlands,Item_I,2026-01-12 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,0,On Time,157
1078,Supplier_B,Germany,Item_B,2026-02-01 00:00:00,2026-02-09 00:00:00,2026-02-12 00:00:00,3,Delayed,659
1079,Supplier_A,Poland,Item_E,2026-01-01 00:00:00,2026-01-08 00:00:00,2026-01-13 00:00:00,5,Delayed,803
1080,Supplier_C,Germany,Item_F,2026-01-29 00:00:00,2026-02-07 00:00:00,2026-02-07 00:00:00,0,On Time,175
1081,Supplier_B,Poland,Item_C,2026-02-06 00:00:00,2026-02-14 00:00:00,2026-02-14 00:00:00,0,On Time,384
1082,Supplier_B,Poland,Item_E,2026-02-16 00:00:00,2026-02-19 00:00:00,2026-02-22 00:00:00,3,Delayed,849
1083,Supplier_B,Poland,Item_E,2026-01-12 00:00:00,2026-01-16 00:00:00,2026-01-16 00:00:00,0,On Time,531
1084,Supplier_A,Netherlands,Item_D,2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-13 00:00:00,3,Delayed,456
1085,Supplier_C,France,Item_J,2026-02-23 00:00:00,2026-03-02 00:00:00,2026-03-03 00:00:00,1,Delayed,901
1086,Supplier_D,Netherlands,Item_J,2026-02-27 00:00:00,2026-03-04 00:00:00,2026-03-04 00:00:00,0,On Time,707
1087,Supplier_A,Poland,Item_E,2026-02-14 00:00:00,2026-02-20 00:00:00,2026-02-25 00:00:00,5,Delayed,357
1088,Supplier_A,Poland,Item_D,2026-01-24 00:00:00,2026-01-30 00:00:00,2026-01-30 00:00:00,0,On Time,774
1089,Supplier_D,Germany,Item_A,2026-02-20 00:00:00,2026-02-25 00:00:00,2026-02-27 00:00:00,2,Delayed,367
1090,Supplier_C,Germany,Item_A,2026-02-09 00:00:00,2026-02-13 00:00:00,2026-02-13 00:00:00,0,On Time,655
1091,Supplier_A,Germany,Item_B,2026-02-20 00:00:00,2026-02-24 00:00:00,2026-02-24 00:00:00,0,On Time,826
1092,Supplier_A,France,Item_H,2026-01-29 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,0,On Time,701
1093,Supplier_B,France,Item_C,2026-02-10 00:00:00,2026-02-19 00:00:00,2026-02-20 00:00:00,1,Delayed,925
1094,Supplier_A,France,Item_H,2026-02-05 00:00:00,2026-02-08 00:00:00,2026-02-10 00:00:00,2,Delayed,860
1095,Supplier_D,France,Item_E,2026-01-09 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,0,On Time,198
1096,Supplier_D,Poland,Item_B,2026-02-18 00:00:00,2026-02-27 00:00:00,2026-03-04 00:00:00,5,Delayed,289
1097,Supplier_D,Germany,Item_A,2026-02-24 00:00:00,2026-03-03 00:00:00,2026-03-08 00:00:00,5,Delayed,316
1098,Supplier_C,Germany,Item_A,2026-02-18 00:00:00,2026-02-26 00:00:00,2026-02-27 00:00:00,1,Delayed,979
1099,Supplier_A,France,Item_C,2026-02-18 00:00:00,2026-02-24 00:00:00,2026-02-25 00:00:00,1,Delayed,544
1100,Supplier_A,Netherlands,Item_I,2026-01-07 00:00:00,2026-01-13 00:00:00,2026-01-16 00:00:00,3,Delayed,834
1101,Supplier_D,Poland,Item_C,2026-02-27 00:00:00,2026-03-08 00:00:00,2026-03-10 00:00:00,2,Delayed,168
1102,Supplier_C,Poland,Item_I,2026-02-21 00:00:00,2026-02-26 00:00:00,2026-02-28 00:00:00,2,Delayed,583
1103,Supplier_A,Netherlands,Item_I,2026-02-08 00:00:00,2026-02-15 00:00:00,2026-02-17 00:00:00,2,Delayed,141
1104,Supplier_B,Netherlands,Item_J,2026-01-05 00:00:00,2026-01-10 00:00:00,2026-01-15 00:00:00,5,Delayed,832
1105,Supplier_C,Netherlands,Item_B,2026-02-16 00:00:00,2026-02-22 00:00:00,2026-02-22 00:00:00,0,On Time,173
1106,Supplier_B,Poland,Item_A,2026-02-07 00:00:00,2026-02-16 00:00:00,2026-02-19 00:00:00,3,Delayed,752
1107,Supplier_D,France,Item_I,2026-02-19 00:00:00,2026-02-24 00:00:00,2026-02-24 00:00:00,0,On Time,293
1108,Supplier_A,Germany,Item_E,2026-02-07 00:00:00,2026-02-12 00:00:00,2026-02-14 00:00:00,2,Delayed,932
1109,Supplier_B,Poland,Item_A,2026-01-07 00:00:00,2026-01-10 00:00:00,2026-01-12 00:00:00,2,Delayed,231
1110,Supplier_D,France,Item_C,2026-02-13 00:00:00,2026-02-21 00:00:00,2026-02-26 00:00:00,5,Delayed,190
1111,Supplier_B,France,Item_C,2026-02-08 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,0,On Time,272
1112,Supplier_A,France,Item_J,2026-01-20 00:00:00,2026-01-26 00:00:00,2026-01-28 00:00:00,2,Delayed,994
1113,Supplier_A,Netherlands,Item_A,2026-01-03 00:00:00,2026-01-10 00:00:00,2026-01-11 00:00:00,1,Delayed,289
1114,Supplier_A,Netherlands,Item_A,2026-01-25 00:00:00,2026-01-28 00:00:00,2026-01-31 00:00:00,3,Delayed,216
1115,Supplier_B,France,Item_E,2026-01-16 00:00:00,2026-01-24 00:00:00,2026-01-26 00:00:00,2,Delayed,302
1116,Supplier_D,Germany,Item_D,2026-02-04 00:00:00,2026-02-09 00:00:00,2026-02-10 00:00:00,1,Delayed,540
1117,Supplier_B,Netherlands,Item_I,2026-02-18 00:00:00,2026-02-26 00:00:00,2026-03-03 00:00:00,5,Delayed,514
1118,Supplier_A,Germany,Item_F,2026-02-23 00:00:00,2026-02-28 00:00:00,2026-03-05 00:00:00,5,Delayed,111
1119,Supplier_B,Poland,Item_H,2026-02-07 00:00:00,2026-02-13 00:00:00,2026-02-14 00:00:00,1,Delayed,472
1120,Supplier_D,France,Item_D,2026-01-26 00:00:00,2026-01-30 00:00:00,2026-01-31 00:00:00,1,Delayed,277
1121,Supplier_D,Poland,Item_E,2026-02-10 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,0,On Time,601
1122,Supplier_C,Germany,Item_I,2026-02-02 00:00:00,2026-02-09 00:00:00,2026-02-10 00:00:00,1,Delayed,560
1123,Supplier_D,Poland,Item_C,2026-01-06 00:00:00,2026-01-10 00:00:00,2026-01-10 00:00:00,0,On Time,355
1124,Supplier_A,Netherlands,Item_I,2026-01-02 00:00:00,2026-01-06 00:00:00,2026-01-09 00:00:00,3,Delayed,341
1125,Supplier_C,Germany,Item_E,2026-02-24 00:00:00,2026-02-27 00:00:00,2026-03-02 00:00:00,3,Delayed,164
1126,Supplier_B,Poland,Item_A,2026-01-11 00:00:00,2026-01-18 00:00:00,2026-01-18 00:00:00,0,On Time,162
1127,Supplier_A,France,Item_A,2026-01-13 00:00:00,2026-01-16 00:00:00,2026-01-16 00:00:00,0,On Time,204
1128,Supplier_C,Netherlands,Item_A,2026-01-21 00:00:00,2026-01-30 00:00:00,2026-02-02 00:00:00,3,Delayed,575
1129,Supplier_A,Germany,Item_E,2026-02-07 00:00:00,2026-02-12 00:00:00,2026-02-14 00:00:00,2,Delayed,122
1130,Supplier_A,Germany,Item_E,2026-01-10 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,0,On Time,244
1131,Supplier_A,France,Item_I,2026-02-15 00:00:00,2026-02-18 00:00:00,2026-02-18 00:00:00,0,On Time,784
1132,Supplier_A,Poland,Item_A,2026-02-18 00:00:00,2026-02-22 00:00:00,2026-02-23 00:00:00,1,Delayed,194
1133,Supplier_D,Netherlands,Item_J,2026-02-27 00:00:00,2026-03-03 00:00:00,2026-03-06 00:00:00,3,Delayed,217
1134,Supplier_C,Netherlands,Item_B,2026-01-12 00:00:00,2026-01-15 00:00:00,2026-01-18 00:00:00,3,Delayed,335
1135,Supplier_A,France,Item_I,2026-01-17 00:00:00,2026-01-26 00:00:00,2026-01-31 00:00:00,5,Delayed,306
1136,Supplier_A,Germany,Item_B,2026-01-11 00:00:00,2026-01-16 00:00:00,2026-01-21 00:00:00,5,Delayed,521
1137,Supplier_D,Poland,Item_B,2026-02-07 00:00:00,2026-02-11 00:00:00,2026-02-11 00:00:00,0,On Time,949
1138,Supplier_B,Netherlands,Item_C,2026-02-03 00:00:00,2026-02-09 00:00:00,2026-02-09 00:00:00,0,On Time,265
1139,Supplier_A,Poland,Item_G,2026-02-11 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,0,On Time,232
1140,Supplier_A,Poland,Item_J,2026-02-25 00:00:00,2026-02-28 00:00:00,2026-02-28 00:00:00,0,On Time,884
1141,Supplier_D,Poland,Item_H,2026-01-05 00:00:00,2026-01-09 00:00:00,2026-01-12 00:00:00,3,Delayed,152
1142,Supplier_B,Germany,Item_C,2026-02-16 00:00:00,2026-02-19 00:00:00,2026-02-24 00:00:00,5,Delayed,282
1143,Supplier_D,Netherlands,Item_F,2026-01-16 00:00:00,2026-01-22 00:00:00,2026-01-23 00:00:00,1,Delayed,795
1144,Supplier_A,Netherlands,Item_C,2026-01-27 00:00:00,2026-02-03 00:00:00,2026-02-03 00:00:00,0,On Time,160
1145,Supplier_B,Netherlands,Item_C,2026-01-21 00:00:00,2026-01-28 00:00:00,2026-01-28 00:00:00,0,On Time,703
1146,Supplier_B,Germany,Item_F,2026-01-21 00:00:00,2026-01-29 00:00:00,2026-01-29 00:00:00,0,On Time,744
1147,Supplier_A,Poland,Item_J,2026-02-15 00:00:00,2026-02-19 00:00:00,2026-02-19 00:00:00,0,On Time,177
1148,Supplier_B,Germany,Item_I,2026-01-26 00:00:00,2026-01-29 00:00:00,2026-02-03 00:00:00,5,Delayed,220
1149,Supplier_B,Netherlands,Item_H,2026-01-30 00:00:00,2026-02-04 00:00:00,2026-02-09 00:00:00,5,Delayed,147
1150,Supplier_A,Germany,Item_J,2026-02-05 00:00:00,2026-02-08 00:00:00,2026-02-08 00:00:00,0,On Time,966
1151,Supplier_A,Poland,Item_H,2026-01-22 00:00:00,2026-01-30 00:00:00,2026-01-30 00:00:00,0,On Time,127
1152,Supplier_C,France,Item_H,2026-01-02 00:00:00,2026-01-09 00:00:00,2026-01-09 00:00:00,0,On Time,625
1153,Supplier_C,Poland,Item_C,2026-01-07 00:00:00,2026-01-12 00:00:00,2026-01-17 00:00:00,5,Delayed,849
1154,Supplier_C,Netherlands,Item_B,2026-02-27 00:00:00,2026-03-07 00:00:00,2026-03-07 00:00:00,0,On Time,982
1155,Supplier_C,Poland,Item_I,2026-02-24 00:00:00,2026-03-03 00:00:00,2026-03-04 00:00:00,1,Delayed,813
1156,Supplier_C,Germany,Item_A,2026-02-08 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,0,On Time,225
1157,Supplier_D,Germany,Item_A,2026-01-13 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,0,On Time,679
1158,Supplier_B,Netherlands,Item_I,2026-02-14 00:00:00,2026-02-18 00:00:00,2026-02-23 00:00:00,5,Delayed,327
1159,Supplier_C,France,Item_B,2026-02-16 00:00:00,2026-02-19 00:00:00,2026-02-20 00:00:00,1,Delayed,694
1160,Supplier_B,Germany,Item_E,2026-01-06 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,0,On Time,419
1161,Supplier_B,Netherlands,Item_H,2026-02-28 00:00:00,2026-03-07 00:00:00,2026-03-10 00:00:00,3,Delayed,840
1162,Supplier_A,Germany,Item_E,2026-01-22 00:00:00,2026-01-29 00:00:00,2026-02-01 00:00:00,3,Delayed,681
1163,Supplier_C,Poland,Item_D,2026-01-30 00:00:00,2026-02-04 00:00:00,2026-02-07 00:00:00,3,Delayed,929
1164,Supplier_B,Netherlands,Item_H,2026-02-24 00:00:00,2026-02-27 00:00:00,2026-03-04 00:00:00,5,Delayed,998
1165,Supplier_C,Netherlands,Item_H,2026-02-06 00:00:00,2026-02-12 00:00:00,2026-02-17 00:00:00,5,Delayed,105
1166,Supplier_B,Poland,Item_D,2026-01-15 00:00:00,2026-01-23 00:00:00,2026-01-26 00:00:00,3,Delayed,980
1167,Supplier_B,Poland,Item_F,2026-02-20 00:00:00,2026-02-28 00:00:00,2026-02-28 00:00:00,0,On Time,293
1168,Supplier_C,Netherlands,Item_H,2026-01-26 00:00:00,2026-01-31 00:00:00,2026-02-02 00:00:00,2,Delayed,399
1169,Supplier_A,France,Item_J,2026-02-23 00:00:00,2026-03-01 00:00:00,2026-03-01 00:00:00,0,On Time,823
1170,Supplier_A,Poland,Item_A,2026-01-12 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,0,On Time,189
1171,Supplier_B,Poland,Item_F,2026-02-06 00:00:00,2026-02-14 00:00:00,2026-02-14 00:00:00,0,On Time,610
1172,Supplier_D,Germany,Item_C,2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-10 00:00:00,0,On Time,109
1173,Supplier_A,Netherlands,Item_J,2026-02-13 00:00:00,2026-02-17 00:00:00,2026-02-19 00:00:00,2,Delayed,267
1174,Supplier_B,Poland,Item_A,2026-02-06 00:00:00,2026-02-09 00:00:00,2026-02-09 00:00:00,0,On Time,876
1175,Supplier_C,Netherlands,Item_H,2026-02-07 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,0,On Time,705
1176,Supplier_C,Germany,Item_E,2026-03-01 00:00:00,2026-03-07 00:00:00,2026-03-07 00:00:00,0,On Time,433
1177,Supplier_A,Poland,Item_I,2026-02-03 00:00:00,2026-02-09 00:00:00,2026-02-09 00:00:00,0,On Time,646
1178,Supplier_A,Poland,Item_F,2026-03-01 00:00:00,2026-03-08 00:00:00,2026-03-08 00:00:00,0,On Time,972
1179,Supplier_A,France,Item_C,2026-01-21 00:00:00,2026-01-28 00:00:00,2026-01-30 00:00:00,2,Delayed,950
1180,Supplier_C,France,Item_J,2026-01-04 00:00:00,2026-01-07 00:00:00,2026-01-09 00:00:00,2,Delayed,141
1181,Supplier_A,France,Item_H,2026-01-08 00:00:00,2026-01-17 00:00:00,2026-01-20 00:00:00,3,Delayed,899
1182,Supplier_C,Germany,Item_F,2026-02-02 00:00:00,2026-02-11 00:00:00,2026-02-16 00:00:00,5,Delayed,242
1183,Supplier_A,Germany,Item_A,2026-02-02 00:00:00,2026-02-11 00:00:00,2026-02-16 00:00:00,5,Delayed,920
1184,Supplier_D,Poland,Item_C,2026-02-08 00:00:00,2026-02-13 00:00:00,2026-02-16 00:00:00,3,Delayed,745
1185,Supplier_C,Netherlands,Item_C,2026-01-08 00:00:00,2026-01-12 00:00:00,2026-01-13 00:00:00,1,Delayed,114
1186,Supplier_C,Germany,Item_A,2026-02-21 00:00:00,2026-03-01 00:00:00,2026-03-06 00:00:00,5,Delayed,519
1187,Supplier_A,France,Item_I,2026-02-02 00:00:00,2026-02-09 00:00:00,2026-02-11 00:00:00,2,Delayed,510
1188,Supplier_C,Germany,Item_D,2026-01-22 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,0,On Time,616
1189,Supplier_C,France,Item_A,2026-02-23 00:00:00,2026-03-03 00:00:00,2026-03-05 00:00:00,2,Delayed,258
1190,Supplier_C,Poland,Item_H,2026-02-21 00:00:00,2026-03-02 00:00:00,2026-03-04 00:00:00,2,Delayed,747
1191,Supplier_A,Germany,Item_D,2026-01-12 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,0,On Time,510
1192,Supplier_C,Netherlands,Item_C,2026-02-05 00:00:00,2026-02-11 00:00:00,2026-02-11 00:00:00,0,On Time,910
1193,Supplier_C,Germany,Item_D,2026-01-11 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,0,On Time,971
1194,Supplier_B,France,Item_H,2026-01-23 00:00:00,2026-02-01 00:00:00,2026-02-01 00:00:00,0,On Time,401
1195,Supplier_C,Poland,Item_J,2026-01-13 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,0,On Time,722
1196,Supplier_D,Poland,Item_D,2026-02-17 00:00:00,2026-02-23 00:00:00,2026-02-25 00:00:00,2,Delayed,987
1197,Supplier_A,Poland,Item_J,2026-02-18 00:00:00,2026-02-24 00:00:00,2026-03-01 00:00:00,5,Delayed,477
1198,Supplier_A,France,Item_C,2026-01-29 00:00:00,2026-02-06 00:00:00,2026-02-06 00:00:00,0,On Time,825
1199,Supplier_C,Netherlands,Item_A,2026-02-15 00:00:00,2026-02-22 00:00:00,2026-02-24 00:00:00,2,Delayed,445
1200,Supplier_B,Poland,Item_F,2026-01-23 00:00:00,2026-01-26 00:00:00,2026-01-26 00:00:00,0,On Time,930
1201,Supplier_B,Netherlands,Item_C,2026-02-09 00:00:00,2026-02-18 00:00:00,2026-02-20 00:00:00,2,Delayed,530
1202,Supplier_A,Germany,Item_I,2026-01-10 00:00:00,2026-01-16 00:00:00,2026-01-16 00:00:00,0,On Time,216
1203,Supplier_B,Germany,Item_C,2026-02-21 00:00:00,2026-02-24 00:00:00,2026-02-24 00:00:00,0,On Time,174
1204,Supplier_B,France,Item_G,2026-01-18 00:00:00,2026-01-23 00:00:00,2026-01-23 00:00:00,0,On Time,446
1205,Supplier_A,Poland,Item_C,2026-02-23 00:00:00,2026-02-26 00:00:00,2026-03-03 00:00:00,5,Delayed,279
1206,Supplier_B,Germany,Item_H,2026-02-02 00:00:00,2026-02-05 00:00:00,2026-02-07 00:00:00,2,Delayed,162
1207,Supplier_C,France,Item_J,2026-01-28 00:00:00,2026-02-01 00:00:00,2026-02-03 00:00:00,2,Delayed,148
